,Airline,Source,Destination,Route,Dep_Time,Additional_Info,Price,Stops
8514,IndiGo,Chennai,Kolkata,MAA → CCU,13:15,No info,3597.0,0
8515,SpiceJet,Mumbai,Hyderabad,BOM → HYD,05:45,No info,2017.0,0
8516,Air Asia,Banglore,Delhi,BLR → DEL,23:55,No info,3383.0,0
8517,SpiceJet,Mumbai,Hyderabad,BOM → HYD,22:45,No check-in baggage included,1965.0,0
8518,Jet Airways,Delhi,Cochin,DEL → BOM → COK,02:15,In-flight meal not included,10262.0,1
8519,Jet Airways,Delhi,Cochin,DEL → BOM → COK,16:00,No info,17234.0,1
8520,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,No info,14178.0,1
8521,IndiGo,Delhi,Cochin,DEL → MAA → COK,02:00,No info,5636.0,1
8522,IndiGo,Banglore,Delhi,BLR → DEL,18:55,No info,4823.0,0
8523,Air India,Delhi,Cochin,DEL → MAA → COK,12:30,No info,7480.0,1
8524,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,No info,14571.0,1
8525,IndiGo,Mumbai,Hyderabad,BOM → HYD,09:10,No info,13999.0,0
8526,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,14151.0,1
8527,Air India,Banglore,Delhi,BLR → DEL,21:05,No info,6121.0,0
8528,SpiceJet,Chennai,Kolkata,MAA → CCU,08:20,No check-in baggage included,3543.0,0
8529,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,No info,10651.0,2
8530,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,No info,15129.0,2
8531,IndiGo,Delhi,Cochin,DEL → MAA → COK,07:15,No info,6582.0,1
8532,Jet Airways,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,In-flight meal not included,15544.0,2
8533,IndiGo,Delhi,Cochin,DEL → BOM → COK,18:35,No info,8574.0,1
8534,IndiGo,Mumbai,Hyderabad,BOM → HYD,02:30,No info,4784.0,0
8535,IndiGo,Delhi,Cochin,DEL → HYD → COK,05:05,No info,6818.0,1
8536,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,14:05,No info,25735.0,1
8537,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,No info,9483.0,2
8538,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,In-flight meal not included,10368.0,2
8539,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,09:00,No info,8073.0,1
8540,IndiGo,Kolkata,Banglore,CCU → BLR,22:10,No info,4778.0,0
8541,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,No info,13941.0,1
8542,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,In-flight meal not included,10844.0,1
8543,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,10844.0,1
8544,SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,No check-in baggage included,3841.0,0
8545,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,10844.0,1
8546,Jet Airways,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,In-flight meal not included,8728.0,2
8547,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,11467.0,1
8548,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,09:00,No info,15078.0,1
8549,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,17:00,No info,7198.0,1
8550,Air India,Delhi,Cochin,DEL → BOM → COK,21:00,No info,8372.0,1
8551,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,16:00,In-flight meal not included,7308.0,1
8552,SpiceJet,Delhi,Cochin,DEL → PNQ → COK,08:45,No check-in baggage included,4414.0,1
8553,IndiGo,Kolkata,Banglore,CCU → BLR,14:25,No info,5224.0,0
8554,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,05:45,In-flight meal not included,7832.0,1
8555,IndiGo,Banglore,New Delhi,BLR → DEL,01:30,No info,6860.0,0
8556,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,13:00,In-flight meal not included,15136.0,1
8557,Jet Airways,Delhi,Cochin,DEL → BOM → COK,16:00,In-flight meal not included,5963.0,1
8558,Air India,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,No info,8665.0,2
8559,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,No info,15129.0,2
8560,SpiceJet,Kolkata,Banglore,CCU → BLR,17:10,No check-in baggage included,3841.0,0
8561,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,No info,13377.0,1
8562,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,No info,16914.0,2
8563,Jet Airways,Delhi,Cochin,DEL → BOM → COK,02:15,In-flight meal not included,10262.0,1
8564,IndiGo,Kolkata,Banglore,CCU → MAA → BLR,17:35,No info,5386.0,1
8565,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,No info,14388.0,1
8566,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,No info,15129.0,2
8567,IndiGo,Delhi,Cochin,DEL → HYD → COK,11:55,No info,6442.0,1
8568,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,In-flight meal not included,10368.0,2
8569,Jet Airways,Delhi,Cochin,DEL → BOM → COK,15:00,No info,12767.0,1
8570,Jet Airways,Delhi,Cochin,DEL → BOM → COK,15:00,In-flight meal not included,10262.0,1
8571,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:00,No info,7408.0,1
8572,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,No info,13587.0,1
8573,Air India,Kolkata,Banglore,CCU → BOM → BLR,16:50,No info,8891.0,1
8574,IndiGo,Delhi,Cochin,DEL → BOM → COK,10:35,No info,5883.0,1
8575,Jet Airways,Delhi,Cochin,DEL → BOM → COK,13:00,In-flight meal not included,10262.0,1
8576,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,In-flight meal not included,10844.0,1
8577,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,No info,14781.0,1
8578,IndiGo,Chennai,Kolkata,MAA → CCU,14:40,No info,6297.0,0
8579,Air Asia,Kolkata,Banglore,CCU → BLR,22:50,No info,4409.0,0
8580,Air India,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,No info,12383.0,2
8581,SpiceJet,Mumbai,Hyderabad,BOM → HYD,13:15,No info,2017.0,0
8582,Air India,Mumbai,Hyderabad,BOM → DEL → HYD,19:00,No info,12308.0,1
8583,SpiceJet,Chennai,Kolkata,MAA → CCU,17:45,No info,3384.0,0
8584,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,08:55,In-flight meal not included,9134.0,1
8585,IndiGo,Delhi,Cochin,DEL → MAA → COK,02:00,No info,7464.0,1
8586,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,07:10,In-flight meal not included,6093.0,1
8587,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:00,No info,15237.0,1
8588,Jet Airways,Mumbai,Hyderabad,BOM → HYD,07:05,In-flight meal not included,4995.0,0
8589,Air India,Delhi,Cochin,DEL → COK,14:10,No info,6934.0,0
8590,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,No info,13784.0,1
8591,Air Asia,Kolkata,Banglore,CCU → BLR,10:20,No info,4409.0,0
8592,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,13:00,No info,15898.0,1
8593,Air India,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,No info,11989.0,2
8594,SpiceJet,Mumbai,Hyderabad,BOM → HYD,13:15,No info,2017.0,0
8595,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:55,No info,11098.0,1
8596,IndiGo,Delhi,Cochin,DEL → BOM → COK,17:30,No info,6794.0,1
8597,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,In-flight meal not included,10844.0,1
8598,Multiple carriers,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,No info,34608.0,2
8599,Air India,Delhi,Cochin,DEL → COK,14:10,No info,6094.0,0
8600,IndiGo,Kolkata,Banglore,CCU → HYD → BLR,15:15,No info,4565.0,1
8601,Air India,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,No info,10493.0,3
8602,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,No info,9653.0,2
8603,Air India,Banglore,New Delhi,BLR → BOM → NAG → DEL,06:45,No info,12305.0,2
8604,Air India,Banglore,Delhi,BLR → DEL,10:00,No info,6961.0,0
8605,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,06:00,No info,9794.0,1
8606,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,17:30,No info,13377.0,1
8607,Jet Airways,Delhi,Cochin,DEL → BOM → COK,02:15,In-flight meal not included,12898.0,1
8608,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:25,No info,7155.0,1
8609,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,15:00,No info,13377.0,1
8610,Vistara,Banglore,Delhi,BLR → DEL,11:30,No info,4668.0,0
8611,IndiGo,Banglore,New Delhi,BLR → HYD → DEL,07:30,No info,8110.0,1
8612,Jet Airways,Banglore,Delhi,BLR → DEL,08:20,In-flight meal not included,4544.0,0
8613,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,No info,9653.0,2
8614,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,No info,14781.0,1
8615,Vistara Premium economy,Banglore,Delhi,BLR → DEL,11:30,No info,5969.0,0
8616,SpiceJet,Mumbai,Hyderabad,BOM → HYD,13:15,No info,2017.0,0
8617,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,14151.0,1
8618,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,No info,13731.0,1
8619,Jet Airways,Delhi,Cochin,DEL → BOM → COK,09:00,In-flight meal not included,15400.0,1
8620,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,In-flight meal not included,8066.0,1
8621,Jet Airways,Delhi,Cochin,DEL → BHO → BOM → COK,05:40,No info,21314.0,2
8622,Air India,Banglore,New Delhi,BLR → CCU → DEL,11:05,No info,14069.0,1
8623,Jet Airways,Mumbai,Hyderabad,BOM → HYD,15:50,In-flight meal not included,2470.0,0
8624,IndiGo,Kolkata,Banglore,CCU → BLR,20:20,No info,4804.0,0
8625,Air India,Banglore,New Delhi,BLR → CCU → DEL,05:50,No info,9029.0,1
8626,IndiGo,Kolkata,Banglore,CCU → BLR,04:40,No info,4804.0,0
8627,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,No info,15129.0,2
8628,IndiGo,Mumbai,Hyderabad,BOM → HYD,19:05,No info,2754.0,0
8629,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,No info,13364.0,1
8630,IndiGo,Kolkata,Banglore,CCU → MAA → BLR,17:35,No info,6933.0,1
8631,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,No info,15129.0,2
8632,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:25,No info,11200.0,1
8633,Jet Airways,Mumbai,Hyderabad,BOM → HYD,02:55,In-flight meal not included,3210.0,0
8634,Jet Airways,Mumbai,Hyderabad,BOM → HYD,10:20,No info,8040.0,0
8635,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,In-flight meal not included,10919.0,2
8636,IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,No info,6442.0,1
8637,IndiGo,Delhi,Cochin,DEL → COK,14:20,No info,4729.0,0
8638,IndiGo,Delhi,Cochin,DEL → HYD → COK,11:55,No info,6442.0,1
8639,SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,No check-in baggage included,3841.0,0
8640,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,No info,10441.0,2
8641,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:00,No info,13587.0,1
8642,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,11467.0,1
8643,IndiGo,Chennai,Kolkata,MAA → CCU,13:20,No info,7295.0,0
8644,SpiceJet,Chennai,Kolkata,MAA → CCU,09:45,No info,3597.0,0
8645,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,06:40,No info,7787.0,1
8646,IndiGo,Delhi,Cochin,DEL → BOM → COK,06:40,No info,14871.0,1
8647,IndiGo,Chennai,Kolkata,MAA → CCU,15:40,No info,3540.0,0
8648,IndiGo,Delhi,Cochin,DEL → HYD → COK,06:50,No info,6442.0,1
8649,Air Asia,Banglore,Delhi,BLR → DEL,11:10,No info,3383.0,0
8650,Air Asia,Kolkata,Banglore,CCU → BLR,22:50,No info,4409.0,0
8651,IndiGo,Chennai,Kolkata,MAA → CCU,07:55,No info,3850.0,0
8652,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,13:15,No info,8018.0,1
8653,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,11467.0,1
8654,Vistara,Banglore,Delhi,BLR → DEL,11:30,No info,4668.0,0
8655,Jet Airways,Delhi,Cochin,DEL → CCU → BOM → COK,17:35,No info,13922.0,2
8656,Air India,Mumbai,Hyderabad,BOM → HYD,06:20,No info,3625.0,0
8657,Air Asia,Kolkata,Banglore,CCU → BLR,19:55,No info,5989.0,0
8658,IndiGo,Banglore,Delhi,BLR → DEL,04:00,No info,4423.0,0
8659,Jet Airways,Delhi,Cochin,DEL → COK,09:50,No info,9564.0,0
8660,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,In-flight meal not included,8529.0,1
8661,Air India,Kolkata,Banglore,CCU → BLR,20:45,No info,4145.0,0
8662,IndiGo,Kolkata,Banglore,CCU → BLR,17:15,No info,4804.0,0
8663,IndiGo,Delhi,Cochin,DEL → HYD → COK,14:20,No info,6938.0,1
8664,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,08:00,No info,14815.0,1
8665,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,07:30,No info,15077.0,1
8666,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,No info,13014.0,2
8667,Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,No info,11201.0,2
8668,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,12692.0,1
8669,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,09:45,No info,9646.0,1
8670,Jet Airways,Delhi,Cochin,DEL → BOM → COK,22:50,No info,16079.0,1
8671,Air India,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,No info,6117.0,2
8672,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,15:15,No info,6795.0,1
8673,Air India,Mumbai,Hyderabad,BOM → HYD,21:05,No info,3100.0,0
8674,Jet Airways,Delhi,Cochin,DEL → BOM → COK,02:15,No info,15851.0,1
8675,Vistara,Chennai,Kolkata,MAA → CCU,07:05,No info,3687.0,0
8676,IndiGo,Banglore,Delhi,BLR → DEL,16:55,No info,4990.0,0
8677,Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:15,No info,15554.0,1
8678,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,06:00,No info,9526.0,1
8679,IndiGo,Delhi,Cochin,DEL → COK,05:35,No info,6015.0,0
8680,Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,No info,10676.0,2
8681,Jet Airways,Delhi,Cochin,DEL → BOM → COK,18:15,In-flight meal not included,12898.0,1
8682,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,No info,15129.0,2
8683,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:30,No info,13378.0,1
8684,SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,No info,4174.0,0
8685,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:25,No info,9103.0,1
8686,IndiGo,Chennai,Kolkata,MAA → CCU,07:55,No info,3850.0,0
8687,Vistara,Delhi,Cochin,DEL → COK,14:40,No info,6216.0,0
8688,Vistara,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,8610.0,1
8689,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,In-flight meal not included,10539.0,1
8690,IndiGo,Delhi,Cochin,DEL → HYD → COK,11:55,No info,6674.0,1
8691,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:00,No info,7618.0,1
8692,IndiGo,Banglore,Delhi,BLR → DEL,00:30,No info,3943.0,0
8693,Vistara,Banglore,New Delhi,BLR → DEL,16:00,No info,11913.0,0
8694,IndiGo,Banglore,New Delhi,BLR → DEL,18:55,No info,6860.0,0
8695,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,No info,13292.0,2
8696,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,02:15,No info,17057.0,1
8697,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,No info,13014.0,2
8698,Air India,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,No info,11552.0,2
8699,IndiGo,Chennai,Kolkata,MAA → CCU,11:35,No info,6297.0,0
8700,IndiGo,Chennai,Kolkata,MAA → CCU,11:35,No info,4332.0,0
8701,Air India,Delhi,Cochin,DEL → COK,05:10,No info,5674.0,0
8702,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,07:05,In-flight meal not included,10711.0,1
8703,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,No info,11467.0,1
8704,Air India,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,No info,12434.0,2
8705,Air India,Delhi,Cochin,DEL → COK,18:05,No info,5201.0,0
8706,Vistara,Banglore,Delhi,BLR → DEL,17:00,No info,4878.0,0
8707,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,No info,13014.0,2
8708,SpiceJet,Chennai,Kolkata,MAA → CCU,08:20,No info,3597.0,0
8709,Air India,Banglore,New Delhi,BLR → BOM → IDR → DEL,08:50,No info,12599.0,2
8710,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,10844.0,1
8711,Jet Airways,Delhi,Cochin,DEL → BOM → COK,02:15,In-flight meal not included,12898.0,1
8712,IndiGo,Banglore,Delhi,BLR → DEL,13:00,No info,3943.0,0
8713,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,13:00,No info,7198.0,1
8714,SpiceJet,Kolkata,Banglore,CCU → MAA → BLR,15:05,No info,4963.0,1
8715,IndiGo,Banglore,New Delhi,BLR → DEL,16:55,No info,12649.0,0
8716,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:00,No info,17267.0,1
8717,Jet Airways,Delhi,Cochin,DEL → BOM → COK,07:05,In-flight meal not included,12373.0,1
8718,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,11:40,In-flight meal not included,13502.0,1
8719,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:30,No info,11622.0,1
8720,SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,No info,5515.0,0
8721,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,In-flight meal not included,9314.0,1
8722,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:20,No info,11789.0,1
8723,IndiGo,Banglore,Delhi,BLR → DEL,20:00,No info,4823.0,0
8724,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,No info,10467.0,2
8725,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,13:00,No info,7408.0,1
8726,Air India,Delhi,Cochin,DEL → MAA → COK,06:05,No info,7480.0,1
8727,SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,No check-in baggage included,3841.0,0
8728,SpiceJet,Chennai,Kolkata,MAA → CCU,17:45,No check-in baggage included,3543.0,0
8729,Air India,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,No info,10493.0,3
8730,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:25,No info,9103.0,1
8731,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,14:05,In-flight meal not included,10844.0,1
8732,IndiGo,Banglore,Delhi,BLR → DEL,20:00,No info,4823.0,0
8733,Air Asia,Banglore,New Delhi,BLR → DEL,23:25,No info,4482.0,0
8734,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,8529.0,1
8735,Air India,Delhi,Cochin,DEL → COK,14:10,No info,7931.0,0
8736,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,9663.0,1
8737,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,In-flight meal not included,10368.0,2
8738,Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,No info,10151.0,2
8739,SpiceJet,Chennai,Kolkata,MAA → CCU,17:45,No check-in baggage included,3543.0,0
8740,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,19:00,No info,7530.0,1
8741,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,14:55,No info,6805.0,1
8742,GoAir,Banglore,Delhi,BLR → DEL,07:45,No info,3419.0,0
8743,Air Asia,Banglore,Delhi,BLR → DEL,23:55,No info,7120.0,0
8744,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,14151.0,1
8745,Air India,Mumbai,Hyderabad,BOM → HYD,06:20,No info,3100.0,0
8746,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,12121.0,1
8747,SpiceJet,Mumbai,Hyderabad,BOM → HYD,05:45,No info,2017.0,0
8748,SpiceJet,Mumbai,Hyderabad,BOM → HYD,05:45,No check-in baggage included,2647.0,0
8749,IndiGo,Delhi,Cochin,DEL → BLR → COK,17:05,No info,6147.0,1
8750,Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,No info,14237.0,2
8751,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,No info,13044.0,1
8752,Jet Airways,Delhi,Cochin,DEL → BOM → COK,02:15,No info,15554.0,1
8753,SpiceJet,Banglore,Delhi,BLR → DEL,09:30,No info,4423.0,0
8754,Air India,Delhi,Cochin,DEL → BOM → COK,21:00,No info,8372.0,1
8755,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,In-flight meal not included,10844.0,1
8756,Vistara,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,9555.0,1
8757,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,No info,8839.0,2
8758,Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,No info,10151.0,2
8759,Air India,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,No info,11432.0,2
8760,SpiceJet,Banglore,Delhi,BLR → DEL,09:30,No check-in baggage included,4319.0,0
8761,Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,No info,9626.0,2
8762,Air India,Kolkata,Banglore,CCU → DEL → BLR,17:30,No info,10623.0,1
8763,Jet Airways,Delhi,Cochin,DEL → COK,11:00,No info,9564.0,0
8764,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,14:05,No info,14781.0,1
8765,Jet Airways,Banglore,Delhi,BLR → DEL,08:20,No info,7229.0,0
8766,IndiGo,Delhi,Cochin,DEL → BOM → COK,17:30,No info,5684.0,1
8767,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,05:45,No info,14388.0,1
8768,SpiceJet,Banglore,Delhi,BLR → DEL,09:30,No check-in baggage included,5515.0,0
8769,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,12692.0,1
8770,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,In-flight meal not included,9314.0,1
8771,SpiceJet,Kolkata,Banglore,CCU → BLR,17:10,No info,3873.0,0
8772,SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,No check-in baggage included,4807.0,0
8773,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,09:00,No info,14848.0,1
8774,IndiGo,Delhi,Cochin,DEL → HYD → COK,05:05,No info,6171.0,1
8775,SpiceJet,Mumbai,Hyderabad,BOM → HYD,13:15,No check-in baggage included,1965.0,0
8776,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,In-flight meal not included,10539.0,1
8777,Air Asia,Banglore,Delhi,BLR → DEL,11:10,No info,4483.0,0
8778,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,06:00,No info,8371.0,1
8779,Jet Airways,Delhi,Cochin,DEL → BOM → COK,13:55,No info,15764.0,1
8780,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,In-flight meal not included,10844.0,1
8781,Air India,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,No info,11642.0,2
8782,IndiGo,Banglore,Delhi,BLR → DEL,04:00,No info,4423.0,0
8783,Vistara,Banglore,Delhi,BLR → DEL,09:45,No info,4878.0,0
8784,SpiceJet,Mumbai,Hyderabad,BOM → HYD,13:15,No info,2227.0,0
8785,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,In-flight meal not included,10844.0,1
8786,Air Asia,Kolkata,Banglore,CCU → BLR,19:55,No info,4107.0,0
8787,Vistara,Kolkata,Banglore,CCU → DEL → BLR,07:10,No info,11262.0,1
8788,Jet Airways,Delhi,Cochin,DEL → BOM → COK,14:00,In-flight meal not included,10262.0,1
8789,Jet Airways,Banglore,Delhi,BLR → DEL,15:15,In-flight meal not included,4544.0,0
8790,Jet Airways,Banglore,Delhi,BLR → DEL,18:55,In-flight meal not included,6144.0,0
8791,GoAir,Banglore,New Delhi,BLR → DEL,07:45,No info,5706.0,0
8792,Jet Airways,Banglore,New Delhi,BLR → BDQ → DEL,05:50,In-flight meal not included,5853.0,1
8793,Jet Airways,Kolkata,Banglore,CCU → BOM → PNQ → BLR,06:30,In-flight meal not included,10118.0,2
8794,Air India,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,No info,14687.0,2
8795,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:30,In-flight meal not included,9254.0,1
8796,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,In-flight meal not included,10368.0,2
8797,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,14:05,No info,14571.0,1
8798,Jet Airways,Banglore,Delhi,BLR → DEL,15:15,In-flight meal not included,7229.0,0
8799,IndiGo,Delhi,Cochin,DEL → BOM → COK,06:40,No info,6093.0,1
8800,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:00,No info,16023.0,1
8801,IndiGo,Chennai,Kolkata,MAA → CCU,14:45,No info,3597.0,0
8802,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,8824.0,1
8803,IndiGo,Delhi,Cochin,DEL → BLR → COK,02:00,No info,7060.0,1
8804,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,13:55,No info,14231.0,1
8805,Jet Airways,Banglore,Delhi,BLR → DEL,18:55,In-flight meal not included,4544.0,0
8806,Jet Airways,Delhi,Cochin,DEL → BOM → COK,15:05,No info,16289.0,1
8807,IndiGo,Kolkata,Banglore,CCU → BLR,10:10,No info,6565.0,0
8808,IndiGo,Chennai,Kolkata,MAA → CCU,14:45,No info,3597.0,0
8809,Air India,Delhi,Cochin,DEL → MAA → COK,20:40,No info,7480.0,1
8810,Vistara,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,9922.0,1
8811,Jet Airways,Banglore,Delhi,BLR → DEL,17:45,No info,7229.0,0
8812,Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,No info,14300.0,2
8813,Jet Airways,Delhi,Cochin,DEL → BOM → COK,02:15,No info,12242.0,1
8814,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:25,No info,10678.0,1
